name,last_names,age,gender,group_index,rank_index
Stiven,Lara Osorio,31,Femenino,192,5
Yeison,Sierra Salazar,26,Femenino,213,4
William,Sánchez Obando,21,Masculino,600,7
Fanny,Ojeda Triana,25,Masculino,428,5
Agustín,Ramírez Márquez,18,Masculino,351,7
Armando,Moreno López,18,Masculino,108,7
Dahiana,Gómez Aguirre,21,Femenino,240,5
Adriana,Arrieta Rojas,30,Femenino,216,8
Luis,Torres Arias,25,Masculino,177,5
Angie,Giraldo Cano,38,Femenino,565,8
Dario,Hernández García,36,Masculino,330,3
Marcela,Sánchez Sarmiento,22,Masculino,561,6
Mónica,Rodríguez Jaimes,23,Masculino,626,5
Alexis,Bautista Gómez,28,Masculino,450,5
Andrés,Castaño Torres,29,Masculino,607,6
David,Montes Bermúdez,29,Masculino,447,6
Juan,Rodríguez Londoño,50,Masculino,537,1
Susana,Cortés Hernández,34,Masculino,644,4
Dolly,Núñez Ariza,27,Femenino,179,6
Delia,Sánchez Arévalo,21,Masculino,395,6
Mónica,Cabrera González,34,Prefiero no decir,145,8
Sandra,Paz Morales,25,Femenino,198,7
Andrés,Nieto Mejía,36,No binario,84,8
Laura,Sánchez Alfonso,27,Femenino,669,6
Diana,Martínez Valencia,35,Femenino,85,5
Saúl,López Blanco,41,Masculino,457,3
Luis,Martínez Rodríguez,20,Femenino,476,7
Mary,Gutiérrez Moreno,21,Masculino,253,6
David,Blanco Sierra,44,Masculino,72,2
Henry,Álvarez Valencia,26,Masculino,223,5
Ana,Giraldo Pérez,31,Masculino,276,8
Alfredo,Gómez Alarcón,26,Masculino,795,5
Orlando,Saavedra Díaz,28,Prefiero no decir,776,5
Juliana,Vargas Rodríguez,24,Masculino,246,5
Verónica,Cortés Chaparro,32,Femenino,341,4
Alexandra,Rodríguez López,31,Masculino,573,5
Wilmer,Silva Ruiz,32,Femenino,471,5
Valeria,Pinzón Ruiz,47,Femenino,454,2
Lady,Monsalve López,20,Femenino,771,7
Leticia,Arboleda Valderrama,30,Masculino,7,5
Mireya,Rico Ospina,24,Femenino,188,7
Elena,Manrique Forero,19,Masculino,4,7
Vilma,Hernández Castellanos,41,Femenino,743,4
Eduardo,Carvajal Ordóñez,20,Femenino,645,6
Martha,Velásquez Sierra,23,Masculino,125,5
Carmen,García Lozano,20,Masculino,15,7
Fredy,Sánchez Pérez,34,Masculino,525,4
Álvaro,Fonseca Daza,21,Femenino,630,6
José,Bolaños Sánchez,24,Femenino,240,6
Víctor,Estrada Méndez,31,Masculino,775,5
Juan,Naranjo Gutiérrez,34,Masculino,360,3
Cristian,Saavedra Martínez,28,Masculino,518,6
Beatriz,Sánchez Cifuentes,28,Masculino,320,6
Antonia,Mejía Ramos,34,Femenino,231,5
Leidy,Durán Montes,22,Femenino,30,6
Carlos,Santos Soto,26,Femenino,534,5
Juan,Blanco Villamizar,24,Femenino,156,6
Fredy,Camargo Pérez,33,Femenino,630,4
Luz,Saavedra Castillo,20,Femenino,705,7
Carolina,Rodríguez Romero,38,Femenino,399,4
Alejandra,Arias Suárez,32,Femenino,346,5
Sergio,Luna Pinzón,40,Femenino,195,2
Andrea,Hurtado Villamizar,33,Femenino,168,3
Jair,Camargo Montenegro,25,Masculino,377,5
María,Álvarez Sánchez,31,Femenino,489,4
Dario,Triana Arenas,22,Femenino,751,7
Alejandro,Polo Miranda,52,Masculino,362,1
Luis,Rivera Cárdenas,33,Femenino,482,5
Karen,Vásquez Sánchez,23,Masculino,244,5
Alberto,Rodríguez Gil,53,Femenino,581,1
Alonso,Mendoza Silva,39,No binario,607,3
Magaly,Arévalo Vera,34,Masculino,589,5
Jorge,González Torres,28,Femenino,171,5
Rafael,Palacios Zapata,28,Femenino,513,5
Fernando,Amaya González,36,Femenino,406,5
Elena,Contreras Murillo,24,Masculino,574,6
Alexander,Gómez Ángel,52,Masculino,207,1
Patricia,Vélez Ortega,31,Femenino,154,5
Felipe,Pérez Arenas,24,Masculino,786,8
Paula,Ibarra Suárez,30,Femenino,48,5
Yulieth,Salazar Barrera,21,Femenino,649,6
Joaquín,Bernal Morales,29,Prefiero no decir,1,5
Ibeth,Quintero Díaz,20,Masculino,747,7
Samir,Bohórquez Amaya,19,Masculino,768,7
Milena,Sánchez Fernández,32,Femenino,407,5
Alba,Uribe Ceballos,33,Masculino,107,8
Luis,Bustos Escobar,33,Femenino,173,3
Moisés,Cifuentes Sánchez,46,Femenino,506,1
Fernanda,Muñoz Jiménez,22,Femenino,130,7
Jorge,Silva Ruiz,20,Masculino,398,7
Diana,Jiménez Restrepo,32,Masculino,294,3
Germán,López Gómez,33,Masculino,552,4
Cristina,Villamil Hernández,51,Masculino,447,1
Ciro,Rivera Herrera,25,Femenino,16,5
Sandra,Rodríguez Duarte,19,Masculino,639,7
Fabián,Vásquez Quintero,33,Femenino,349,5
Alexander,López Amaya,39,Femenino,203,5
David,Pérez Londoño,31,Masculino,134,5
Juana,Ariza Galindo,45,Femenino,771,1
Patricia,Castañeda Duarte,29,Femenino,526,5
Adolfo,Rivera Álvarez,25,Masculino,508,6
Johana,Londoño Duarte,36,Masculino,66,8
Manuel,Bermúdez Flórez,22,Femenino,480,7
Carlos,Sierra Perdomo,51,Femenino,459,2
Fabián,Herrera Gutiérrez,20,Femenino,342,7
Yeimy,Romero Vera,21,Masculino,707,7
Felipe,Ríos Zapata,18,Masculino,626,7
Dary,Morales Orjuela,25,Masculino,159,5
Alberto,Blanco Andrade,24,Masculino,161,5
Juan,Barrios Díaz,26,Femenino,254,5
Carmen,Vergara Barrera,33,Femenino,527,3
Jessica,Álvarez Pérez,30,Femenino,549,4
Steven,Ávila Suárez,39,Masculino,155,4
Gloria,Jaimes Vélez,22,Masculino,486,5
Luis,Suárez López,24,Femenino,432,6
Ana,Martínez Estrada,33,Femenino,27,5
José,Gutiérrez Herrera,43,Femenino,12,2
Cecilia,Flórez Alvarado,39,Masculino,67,8
Luz,Correa Ríos,30,Femenino,542,8
Luis,Hurtado Quiroga,24,Femenino,96,7
Blanca,López López,25,Prefiero no decir,215,8
Fabián,Cifuentes Herrera,35,Prefiero no decir,194,5
Esteban,Rendón Herrera,28,Prefiero no decir,647,8
Luis,Henao Fonseca,43,Femenino,290,3
Juan,Gutiérrez Guzmán,28,Femenino,544,5
Lina,Roa Romero,39,Masculino,39,4
Jesús,Meneses González,40,Femenino,206,4
José,Espinosa Rojas,32,Masculino,555,4
Luis,Castillo Ospino,28,Masculino,484,6
Daniel,Sepúlveda Álvarez,20,Femenino,337,7
Margarita,Peña Ramírez,20,Femenino,496,6
José,Martínez Granados,37,Femenino,771,4
Yenny,Fajardo Suárez,18,Masculino,249,7
Inés,Ospina Vargas,23,Femenino,74,6
Alba,Pérez Jiménez,26,No binario,373,5
Leonor,Velasco Martínez,26,Femenino,786,6
Jesús,Flórez Lara,31,Femenino,702,4
Alejandro,Camargo Nieto,25,Femenino,138,5
Brayan,Calderón Pedraza,27,Femenino,457,8
Jefferson,Gómez Calderón,27,Masculino,444,5
Óscar,Vallejo Cruz,31,Masculino,353,5
Eduardo,Rodríguez Galvis,22,Masculino,794,7
Camilo,Becerra López,27,Masculino,411,6
Andrea,Sánchez Pabón,37,Masculino,678,3
David,González Medina,34,Femenino,790,4
Jesús,Torres Cardona,51,Masculino,538,1
Nohora,Sanabria Zapata,26,Masculino,453,6
Luis,Gómez Ramírez,34,Masculino,419,5
Margarita,Acevedo Mora,37,Femenino,450,3
Andrea,Marín Posada,35,Femenino,585,8
Carolina,Díaz Martínez,25,Masculino,115,5
Jennifer,Valencia López,38,Masculino,51,4
Juan,Arenas Díaz,30,Femenino,369,5
Ana,Valencia Hernández,21,Femenino,683,6
Mabel,Pérez Guzmán,42,Femenino,780,3
Astrid,Peña Aguirre,30,No binario,515,4
Alexander,Castaño Villamil,18,Femenino,210,7
Yuri,Torres Arias,33,Femenino,627,5
Alonso,Gutiérrez Serrano,31,Masculino,679,5
Manuel,Páez Rincón,25,Femenino,435,5
Iván,Galindo Molina,46,Femenino,777,2
Vanessa,Gaviria Bernal,39,Masculino,227,4
Santos,Marín Soto,31,Masculino,663,5
Eduardo,Puentes Figueroa,44,Femenino,268,4
Patricia,Herrera Montes,40,Masculino,116,2
Luis,Torres Arenas,18,Femenino,600,7
Camila,Hernández Murillo,25,Femenino,754,8
María,Bustos Rendón,18,Masculino,360,7
José,Martínez Angulo,25,Masculino,329,7
Liliana,Mesa Rivera,34,Prefiero no decir,40,4
Lilian,Silva López,42,Masculino,182,8
Ofelia,Garzón Ramos,33,Masculino,490,4
Edilma,Osorio Vargas,28,Masculino,209,8
Cristina,Pérez Jiménez,24,No binario,273,8
José,Chacón Ramírez,23,Femenino,119,6
Natalia,Parra Ríos,37,Femenino,382,8
Orlando,Mesa Gutiérrez,29,Masculino,536,5
Iván,Castillo Acosta,28,Masculino,258,4
Elsa,López Franco,32,Masculino,483,5
María,Montoya Salazar,27,Femenino,509,6
Fernanda,González Hernández,35,Masculino,92,3
Luz,Alzate Castro,23,Femenino,161,6
Andrés,Moreno Ortiz,24,Femenino,149,8
Mireya,Perdomo López,37,Masculino,117,4
Edwin,Muñoz Hoyos,20,Prefiero no decir,458,7
Francisco,Campo Fajardo,19,Masculino,565,8
Sofía,Arévalo Gómez,25,Masculino,45,8
Libia,González Arias,35,Femenino,777,8
Gabriela,Mantilla Romero,28,Masculino,774,5
Rafael,Velásquez Cruz,27,Masculino,234,8
Maritza,Campo Guevara,21,Femenino,375,7
Juan,Guzmán Espinosa,31,Masculino,547,4
Augusto,Barrera Sánchez,27,Prefiero no decir,197,5
Viviana,Torres Arenas,24,Masculino,25,6
Manuel,Bermúdez Sanabria,41,Masculino,395,4
Samuel,Medina Pardo,30,Femenino,714,6
Vanessa,Ramírez Caicedo,19,Masculino,785,6
Fernando,Londoño Palacio,34,Femenino,36,4
Carolina,Miranda Ceballos,24,Masculino,474,5
José,Bravo Gómez,18,Masculino,223,7
Helena,Bustamante García,22,Masculino,789,5
Camilo,Villamizar Calderón,47,Masculino,530,1
Milena,Prieto Estrada,46,Masculino,188,1
Armando,Palacios Velásquez,34,Masculino,402,5
Luis,García Polo,28,Femenino,257,8
Andrés,Páez Rodríguez,27,Masculino,654,4
Natalia,López Gutiérrez,24,Masculino,136,6
Gloria,Ospino Muñoz,34,Masculino,591,4
Paola,Aguilar Gutiérrez,28,Femenino,444,5
Angélica,Córdoba Arrieta,22,Masculino,418,7
Jenny,Mena Mejía,28,Masculino,292,6
Silvia,Tamayo Flórez,36,Femenino,574,3
Jesús,Sepúlveda Hurtado,31,Masculino,129,5
Isaías,Suárez Morales,43,Masculino,341,2
Marcela,Hernández Suárez,32,Masculino,257,5
Yerson,Galeano Mejía,20,Masculino,724,6
Antonio,Arévalo Caballero,40,Femenino,566,3
María,Caballero Erazo,36,Masculino,687,4
Hernán,Ballesteros Obando,26,Masculino,100,5
Edinson,Zapata Díaz,44,Masculino,39,8
Ernesto,Gómez Ramírez,26,No binario,263,8
Linda,Duarte Muñoz,46,Masculino,150,2
Lorena,Palacios Soto,19,Femenino,633,7
Julio,Reyes Barbosa,32,Masculino,690,5
Doris,Márquez Castro,37,Femenino,330,5
Gabriel,García Murcia,22,Femenino,120,7
Efrain,Castro Gil,32,Masculino,584,8
Erika,Ayala Castaño,37,Masculino,219,8
Carolina,Ortiz Fernández,23,Masculino,123,6
José,Arango Henao,31,Masculino,244,5
Gisela,Moreno Gil,21,Masculino,587,7
Lucía,Romero Rincón,30,Masculino,518,4
Jorge,Escobar Duarte,36,Masculino,21,5
Mercedes,García Correa,34,Masculino,190,5
Alfredo,Ramírez Arroyo,22,Femenino,225,6
Wilber,Vargas Mora,39,Masculino,615,4
Lina,Ceballos González,30,Masculino,466,4
Josué,Carvajal Patiño,35,Femenino,99,8
María,Gómez Zuluaga,38,Femenino,363,3
Viviana,Restrepo Vergara,36,Femenino,83,5
Manuel,Burbano Ángel,36,Femenino,693,4
Sandra,Villegas Peña,37,Femenino,664,2
Carlos,Castro Pérez,50,Masculino,56,2
David,Rodríguez Estrada,33,Femenino,702,4
Mary,Ramos Andrade,20,Femenino,22,7
Fabiola,Castrillón Gómez,35,Femenino,580,4
Camilo,López Hernández,30,Masculino,185,8
Inés,Pulido Vargas,30,Femenino,522,6
Andrés,Vanegas Forero,33,Femenino,578,5
Edith,Pérez Mosquera,21,Masculino,264,6
Juan,Herrera Mosquera,27,Femenino,225,5
Mary,Morales Cifuentes,18,Masculino,635,7
Rosalba,Torres Mosquera,38,Femenino,38,4
Gustavo,Pérez Pabón,29,Femenino,123,5
Andrea,Sánchez Medina,19,Masculino,156,7
Flor,García Ochoa,40,Femenino,301,8
Ismael,Castillo Álvarez,22,Femenino,67,7
Fidel,Mejía Caicedo,30,Masculino,645,5
Elías,Méndez Rivera,21,Masculino,394,7
Martha,Rodríguez Ceballos,24,Femenino,652,5
José,Espitia Pacheco,32,Masculino,594,5
Patricia,Benavides Zuluaga,33,Masculino,570,4
Andrés,Guzmán Peña,27,Femenino,661,6
Arturo,Morales Carrillo,37,No binario,405,4
María,Cárdenas Silva,29,Masculino,449,5
Beatriz,Pinzón Velásquez,20,Masculino,131,7
Raúl,Angarita Gil,41,Femenino,69,4
Andrés,Figueroa Muñoz,32,Femenino,345,3
Alfredo,Cárdenas Camargo,35,Femenino,762,3
Emilia,Naranjo Vergara,38,Masculino,320,8
Fabián,Ramírez Agudelo,35,Femenino,177,5
Cristian,Valencia Rivera,29,Masculino,584,5
Alejandra,Murcia López,19,Femenino,529,7
Blanca,Agudelo Álvarez,19,Masculino,160,7
Alberto,Henao Vera,24,Femenino,582,5
Constanza,Cortés Restrepo,31,Femenino,625,6
Sandra,Acevedo Gómez,20,Femenino,744,7
Edith,Gutiérrez Pérez,26,Masculino,533,6
Clara,Ramírez Amaya,36,Femenino,135,4
Jorge,Rodríguez Molina,23,No binario,775,7
María,Chacón Morales,28,No binario,111,5
María,Miranda Correa,33,No binario,758,4
María,González Cuesta,33,Masculino,283,5
Brayan,Guzmán Ruiz,36,Masculino,520,2
Ramón,Salazar Castañeda,43,Masculino,796,3
Andrea,Acevedo Mejía,24,Masculino,719,7
Daniel,Palacios Sierra,53,Masculino,194,1
Angélica,López Ríos,26,Femenino,47,5
Carlos,García Estrada,33,Femenino,342,5
Óscar,Pérez García,44,Femenino,242,2
Kelly,Parra Díaz,33,Femenino,522,8
Luz,Vergara Lara,35,Masculino,370,4
Alfredo,Velásquez Rojas,27,Femenino,131,5
Rafael,Rodríguez Rodríguez,31,Masculino,270,5
Alfonso,Bedoya Villamizar,29,Masculino,61,4
Gina,Valencia Ramírez,41,Masculino,164,1
Nataly,Polo Rivera,26,Femenino,525,6
Orlando,González Escobar,38,No binario,272,8
Yeison,Vargas Rueda,32,Masculino,720,4
Alexandra,Chacón Osorio,23,Masculino,758,6
Cristian,Arias Ramírez,26,Femenino,133,6
María,Moreno Garzón,20,Femenino,244,7
Enrique,Forero Ariza,27,Femenino,434,5
Nelson,Rengifo Correa,31,Masculino,38,5
Yohana,Rosero Pérez,30,Femenino,568,5
Rubiela,Bedoya Díaz,21,Masculino,319,6
Luisa,Velasco Ortiz,20,Masculino,510,7
Hernando,Gómez Moreno,35,Masculino,376,4
Lina,Ayala Ocampo,27,No binario,560,5
Andrea,Hoyos Uribe,37,Masculino,617,8
Manuel,Bermúdez Arrieta,21,Femenino,474,7
Antonio,Suárez González,31,Masculino,59,8
Carlos,Pardo Vallejo,21,Masculino,589,7
Sandra,Hernández Sánchez,28,Prefiero no decir,499,5
David,Zapata Navarro,24,Masculino,218,6
Marcela,Romero Cardona,24,Femenino,567,6
Santiago,Carrillo Pérez,30,No binario,567,3
Mario,García Herrera,30,Femenino,129,5
Humberto,Soto Sierra,25,Masculino,383,6
Mauricio,Pérez Gallego,44,Femenino,388,4
Gladys,Ortega Díaz,21,Femenino,85,7
Fanny,Niño Mena,23,Prefiero no decir,510,6
Fernanda,Monsalve Sepúlveda,24,Femenino,726,8
Nancy,Vélez Jiménez,39,Masculino,627,2
Elena,Mendoza Arboleda,33,Femenino,437,4
Nubia,López Jiménez,23,Femenino,293,6
Agustín,Rojas Londoño,29,Masculino,49,5
Fernanda,Guzmán Martínez,23,Femenino,67,6
José,Giraldo Velandia,20,Femenino,787,7
Diego,Hernández Durán,36,Femenino,129,3
Margarita,Tamayo Barrera,30,Femenino,29,5
Yenny,Cerón Rodríguez,26,Masculino,343,5
David,Ortega Pérez,24,Masculino,545,5
Yuliana,Perdomo Alfonso,31,Masculino,119,8
Verónica,Cuesta Moreno,21,Masculino,692,7
Alexander,Mena Gómez,21,Masculino,663,6
Jesús,Bedoya Díaz,23,No binario,133,6
Felipe,Montes Prieto,29,Femenino,327,5
Andrea,Pérez Romero,32,Masculino,185,8
Vanesa,Rubio Fernández,27,Masculino,506,6
Milton,Perdomo Arias,27,Femenino,646,6
Manuel,Medina Rosero,21,Masculino,689,7
Luz,Perdomo Caro,39,Femenino,534,4
Lucero,Cárdenas Romero,20,Masculino,241,7
Rubén,Méndez Montes,38,Masculino,589,4
Mariana,Flórez Díaz,27,Femenino,716,5
Helena,Velásquez Vergara,31,Femenino,516,5
Paola,Morales Chaparro,36,Masculino,165,8
Enrique,Ospina Vega,21,Prefiero no decir,640,7
Luis,Fernández Tovar,22,Masculino,557,6
Andrés,Marín Sánchez,19,Masculino,218,6
Raúl,Páez López,32,Femenino,747,5
Jesús,Cardona Barrera,31,Femenino,648,8
Consuelo,Herrera García,29,Masculino,680,5
Susana,Arias Betancur,36,Femenino,749,5
Maira,Torres Gil,31,Masculino,605,4
Doris,Delgado Ángel,22,No binario,5,7
Claudia,Solano Sánchez,22,Femenino,668,6
Maritza,Suárez Valencia,29,Masculino,757,5
Aleida,Pérez Rodríguez,39,Masculino,81,2
Ana,Rodríguez Cárdenas,19,Femenino,247,7
Yamile,Guerrero Villa,54,Femenino,493,1
María,Castro Montenegro,28,Femenino,649,6
Ángel,Sierra Maldonado,35,Femenino,386,8
Rosa,Toro Espinosa,31,Masculino,575,5
Cecilia,Gonzáles Suárez,45,Femenino,307,4
Agustín,Yepes Salamanca,26,Femenino,628,6
Julia,Guerra Osorio,19,Masculino,625,7
David,García Álvarez,23,Femenino,543,5
Erika,Moreno Arias,34,Masculino,7,8
Andrea,Pinzón Pineda,37,Masculino,515,2
José,Romero Valencia,25,Femenino,755,5
María,Torres Cruz,25,Femenino,568,6
Karina,Pinto Guzmán,23,Femenino,73,7
Patricia,Suárez Salazar,33,Masculino,10,4
Rafael,Ortega Posada,18,Masculino,573,7
Angélica,Márquez Arrieta,29,Masculino,562,5
Zoraida,Chávez Velásquez,28,Masculino,122,5
David,Hernández Gómez,38,Prefiero no decir,687,3
Carmen,Caicedo Cruz,18,Masculino,513,7
Mónica,Rodríguez Castillo,31,Femenino,441,4
Edier,Villa Beltrán,34,Femenino,38,5
Ruby,Rentería Agudelo,33,Femenino,702,5
María,Ortega Caicedo,23,Femenino,591,7
Liliana,Gómez Solano,19,Femenino,345,6
Andrea,Daza Salcedo,19,Femenino,338,7
Fernando,Maldonado Gutiérrez,38,Masculino,702,4
Eduardo,Cardozo Medina,26,No binario,184,6
José,Ayala Torres,26,Femenino,67,6
Lorena,Cardona Agudelo,20,Masculino,17,7
Dario,Quintero Montes,29,Femenino,383,8
Antonio,Aguilar Correa,52,Femenino,368,1
Jhon,Salazar Acosta,23,Femenino,316,6
Yanet,Ríos Ramírez,47,Masculino,497,2
Alejandra,Guerra Ortiz,30,Femenino,721,5
Wendy,Osorio Márquez,31,Masculino,345,4
Carolina,Uribe Cano,32,Masculino,553,5
Antonio,Cabrera Méndez,35,Femenino,473,5
Juan,Alvarado Melo,28,Femenino,115,6
Maicol,Sánchez Arrieta,32,Femenino,100,5
Gerson,Rojas Mora,27,Femenino,438,6
Ignacio,Muñoz Campo,25,Femenino,345,5
Eduardo,Bustos Quintero,35,Femenino,349,3
César,Cardona Valencia,20,Masculino,139,7
Alberto,Orozco Duarte,37,Masculino,324,4
Sandra,Solano Martínez,27,Femenino,302,5
Milena,Cardona Caballero,24,Masculino,294,6
Octavio,Rivera Lozano,32,Masculino,529,5
Paola,Reyes Osorio,45,Femenino,292,2
Francisco,Jiménez Patiño,31,Femenino,74,5
Alberto,Rodríguez Ordóñez,29,Masculino,775,8
Edison,López Agudelo,24,Femenino,484,6
Doris,Gutiérrez Alvarado,23,Masculino,16,6
Gloria,Cardozo Fernández,24,Masculino,526,6
Carlos,Garcés Herrera,33,Masculino,336,4
Andrés,Zuluaga Castro,27,Masculino,793,5
Eduar,Hernández Ramos,21,Femenino,516,7
Jorge,Quintero Ortiz,46,Masculino,127,3
María,Moreno Cifuentes,37,Femenino,518,4
Juan,Camacho Sánchez,27,Femenino,129,4
Jessica,Moreno Chávez,31,Masculino,511,5
Fernando,Toro Hernández,30,Masculino,423,8
Erick,Lozano Lara,34,Masculino,385,3
Consuelo,Torres Castro,32,Femenino,232,5
Orlando,González Uribe,35,Masculino,195,4
Gilma,Sepúlveda Cifuentes,45,Femenino,65,8
Fernanda,Morales Barrera,37,Masculino,615,3
Alberto,Medina Alarcón,29,No binario,277,5
Fabio,Sánchez Ardila,28,Femenino,670,6
José,Durán Murcia,25,Femenino,224,6
Jorge,Luna Guzmán,25,Femenino,278,5
Patricia,Camacho Guerra,26,Femenino,694,5
María,Espinosa Díaz,28,Femenino,366,5
Carlos,Álvarez Rodríguez,37,Femenino,516,4
Antonia,Giraldo Medina,40,Femenino,215,4
Stella,Morales Morales,33,Femenino,439,5
Ruby,Ocampo Rendón,37,Masculino,428,4
Aura,Burbano Lozano,39,Masculino,729,4
Alfredo,Castro Molano,26,Masculino,396,6
Alberto,Hernández Serna,28,Femenino,209,8
Juliana,Pérez Martínez,24,Masculino,501,6
Óscar,Daza Ortega,35,Femenino,463,3
Adrián,Martínez Navarro,43,Masculino,586,3
Norberto,González Bolaños,28,Masculino,227,8
Javier,León Meneses,26,Masculino,375,5
Marcela,Uribe Betancur,38,Masculino,500,3
Patricia,Ochoa Gómez,30,Femenino,93,6
Edinson,Gómez Gómez,27,Masculino,460,6
Luis,Rodríguez Barrera,28,Masculino,577,6
Jorge,Zambrano Torres,30,Femenino,321,4
Andrés,Aguirre Lozano,55,Masculino,10,1
Leonardo,Gómez Vásquez,27,Masculino,303,8
Claudia,Polo Morales,37,Femenino,322,4
César,Muñoz Bolívar,20,Masculino,456,6
Julián,Cruz Hernández,23,Masculino,278,6
Viviana,Bravo Fonseca,18,Masculino,598,6
Viviana,Ibarra Rojas,26,Femenino,538,5
Luis,Amaya López,29,Masculino,730,4
Oswaldo,Martínez Escobar,26,Masculino,393,6
Óscar,Guzmán Henao,21,Masculino,95,7
Andrés,Álvarez Rojas,30,Masculino,756,8
Mario,Caicedo Cárdenas,38,Masculino,107,3
Luisa,Hernández Acosta,31,Masculino,390,4
Juan,Cárdenas Velandia,34,Femenino,760,8
Libia,Sepúlveda Ortiz,24,Masculino,526,6
Hugo,Andrade Rodríguez,25,Femenino,673,7
Andrés,Palacios Ruiz,41,Femenino,71,4
Sergio,Gil Villamizar,27,Femenino,664,6
Sandra,Hernández Betancur,25,Femenino,587,6
Marina,Bolaños Rodríguez,26,Femenino,376,6
Rosario,Navarro Carrillo,34,Femenino,727,5
Leonardo,Vargas Garcés,53,Masculino,368,1
Sebastián,Buitrago Arévalo,26,Masculino,51,6
Teresa,Hernández Álvarez,32,Masculino,143,4
Eliana,Lara Puentes,27,Masculino,419,5
Johanna,Vásquez Rodríguez,32,Femenino,548,8
Milena,Reyes Ochoa,19,Femenino,500,5
Alejandra,Hurtado Rangel,20,Masculino,167,7
Victoria,Martínez Ortega,34,Femenino,748,4
Óscar,Rodríguez Gómez,27,Masculino,260,6
Carlos,López Fuentes,39,Femenino,192,8
Carolina,Caicedo Ardila,48,Femenino,202,3
Andrés,Andrade Hoyos,54,Masculino,774,1
David,Zuluaga Posada,30,Femenino,185,5
Alexis,Peña Moreno,35,Femenino,158,3
Emilio,Molina Bautista,21,Femenino,758,6
Eduardo,González Sánchez,37,Masculino,622,8
Mario,Martínez Benavides,29,No binario,99,5
Rocío,Rodríguez Zuluaga,36,Femenino,241,4
Leonardo,Vargas Rodríguez,30,Femenino,491,5
Abraham,Peña Pérez,25,Masculino,202,6
Fernando,Betancur Ordóñez,53,Masculino,634,1
Sandra,Becerra Cortés,26,Femenino,509,6
Manuel,Granados Quiroga,27,Masculino,629,6
Laura,Pérez Anaya,21,Masculino,96,6
José,Osorio Aguirre,37,Masculino,746,4
Tomás,Mejía Silva,21,Masculino,490,6
Graciela,Perdomo Pabón,40,Masculino,579,3
Lucía,León Palacios,36,Masculino,218,4
Jeison,Rodríguez Restrepo,20,Masculino,527,7
Luis,Becerra Palacios,24,Femenino,273,6
José,González Vanegas,52,Femenino,219,1
Juan,López Moreno,39,Masculino,786,4
Marina,Contreras Bonilla,39,Femenino,659,4
María,Rojas Quiroz,38,Masculino,332,4
Luz,Ramos Martínez,29,Masculino,453,4
Sonia,Salazar Lozano,40,Masculino,152,3
León,Bolaños Calderón,20,Femenino,347,5
Alejandra,López Ramírez,18,Femenino,414,6
Yolanda,Vergara López,28,Masculino,527,6
Gloria,Guzmán Roa,20,Femenino,431,6
Orlando,Rodríguez Duarte,37,No binario,379,3
Alex,Mora Burgos,40,Masculino,428,8
Jeison,López Tovar,22,Femenino,84,7
Mary,Morales Cruz,21,Masculino,192,7
Arturo,Pérez Fuentes,20,Femenino,41,7
Luz,Díaz López,33,Femenino,773,8
Luz,Rangel Angulo,27,Femenino,309,5
Mauricio,Acevedo Ortega,33,Femenino,378,4
Isabel,Rojas Muñoz,25,Femenino,136,6
Hilda,Cifuentes Rojas,25,Masculino,790,6
Inés,Forero Mejía,24,Masculino,106,6
Viviana,Castaño Palacios,21,Femenino,519,5
Sandra,Medina Restrepo,44,Masculino,542,3
Diana,Londoño Torres,33,Masculino,126,5
Ángela,Correa Mendoza,31,Masculino,357,8
Diego,Carvajal Murillo,27,Masculino,400,6
Ariel,Santos Salamanca,28,Masculino,79,5
Miguel,Quintero Fernández,36,Femenino,389,4
Marta,Mesa Espitia,22,Masculino,579,5
Héctor,Meneses Becerra,21,Femenino,535,7
Stella,Palacios Serrano,24,Masculino,701,6
Enrique,Mendoza Contreras,21,Femenino,74,7
Eugenia,García Londoño,36,Masculino,5,5
Jeferson,Muñoz Uribe,24,Femenino,463,6
Rafael,López Peña,33,Masculino,82,4
Eugenio,Carmona Duque,23,Femenino,537,6
Jorge,Silva Escobar,24,Masculino,776,5
Antonio,Mosquera Reyes,31,Femenino,405,5
Lorena,Ortiz Flórez,26,Masculino,514,6
Cristian,Vargas Polo,33,Masculino,278,8
Jesús,Gaitán Leal,41,Masculino,224,3
Dolores,García Ceballos,22,Femenino,584,7
Óscar,Gutiérrez Gómez,30,Masculino,68,5
Margarita,Orozco Amaya,32,Femenino,320,5
Marina,Cardona Tovar,55,Prefiero no decir,606,2
Andrea,López Herrera,26,Masculino,19,5
Jorge,Mejía Díaz,33,No binario,640,5
Gustavo,Vélez Gallego,45,Masculino,343,2
María,Mercado Sandoval,34,Femenino,594,5
Martha,Valencia Romero,29,No binario,766,8
Enrique,Bravo Giraldo,38,Prefiero no decir,733,3
Olga,Cano Ramírez,19,Masculino,343,7
Julieth,Vanegas Castrillón,22,Femenino,97,5
Isabel,Marín Córdoba,29,Masculino,52,6
Rosa,Vega Ortega,33,Masculino,175,4
David,Franco Vargas,31,Masculino,338,4
María,Romero Correa,32,Masculino,694,4
Amanda,Amaya Meneses,45,Femenino,353,3
Andrés,Rincón Salamanca,40,Masculino,391,4
Jhon,Muñoz Pinzón,24,Prefiero no decir,115,6
Óscar,Castro Mejía,22,Femenino,348,7
